Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
c01af724-b75b-4b9f-a442-e13352bdf91b,192.168.238.16,5353,192.168.154.162,5353,17,2/17/2020 02:41,85796823,35,1,1096.0,28.0,76,28,31.31428571,11.40632288,28,28,28.0,0.0,13.10071819,0.419595956,2451337.8,10500000.0,61300000.0,13.0,85800000.0,2523362.706,10700000.0,61300000.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.407940513,0.011655443,28,76,31.13513514,11.11096096,123.4534535,0,0,0,0,0,0,0,0,0,32.0,31.31428571,28.0,0,0,0,0,0,0,35,1096,1,28,-1,-1,35,0,4776021.0,2098049.4590000003,6259566.0,3292476.0,37600000.0,33400000.0,61300000.0,14000000.0,Normal
068308e3-b065-4c51-a8e8-66a84efb9d9a,192.168.67.158,5353,192.168.7.206,5353,17,1/28/2020 02:59,997159,7,1,266.0,38.0,38,38,38.0,0.0,38,38,38.0,0.0,304.8661247,8.022792754,142451.2857,375012.34,992896.0,14.0,997092.0,166182.0,405007.0038,992896.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,7.01994366,1.002849094,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0,42.75,38.0,38.0,0,0,0,0,0,0,7,266,1,38,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
bd2407cb-a39f-487b-b167-32cdca8c4874,192.168.77.95,5353,192.168.114.168,5353,17,11/29/2020 19:53,85796950,35,1,1096.0,28.0,76,28,31.31428571,11.40632288,28,28,28.0,0.0,13.100698800000002,0.419595335,2451341.429,10500000.0,61300000.0,20.0,85800000.0,2523341.059,10600000.0,61300000.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.407939909,0.011655426,28,76,31.13513514,11.11096096,123.4534535,0,0,0,0,0,0,0,0,0,32.0,31.31428571,28.0,0,0,0,0,0,0,35,1096,1,28,-1,-1,35,0,5430858.5,1184971.665,6268760.0,4592957.0,37000000.0,34400000.0,61300000.0,12700000.0,Normal
ee086857-45f6-43e9-8dbd-18c3a31c8748,192.168.233.98,5353,192.168.127.193,5353,17,12/18/2020 10:55,7031,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,32427.81966,568.9091168,2343.666667,2404.214286,4880.0,98.0,4978.0,2489.0,3381.384628,4880.0,98.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,426.6818376,142.2272792,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e7c52858-6925-486f-b533-27d661421283,192.168.56.73,5353,192.168.74.183,5353,17,4/18/2020 23:43,8559,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,26638.62601,467.3443159,2853.0,2058.20723,4676.0,621.0,5297.0,2648.5,2867.317998,4676.0,621.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,350.5082369,116.836079,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
fc1f0344-649f-4a03-82e6-08d9d758c9c7,192.168.2.67,5353,192.168.232.155,5353,17,9/27/2020 15:10,1416,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,161016.9492,2824.858757,472.0,668.6979886,1244.0,73.0,172.0,86.0,18.38477631,99.0,73.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,2118.644068,706.2146892999998,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
e0be562a-5b55-42ea-83ff-4d062268c505,192.168.117.231,5353,192.168.185.75,5353,17,3/5/2020 03:57,51116033,11,1,494.0,38.0,76,38,44.90909091,15.37175686,38,38,38.0,0.0,10.40769341,0.234760002,4646912.091,15100000.0,50100000.0,47.0,51100000.0,5111251.7,15800000.0,50100000.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,8,0.215196668,0.019563333,38,76,43.84615385,14.27028471,203.6410256,0,0,0,0,0,0,0,0,0,47.5,44.90909091,38.0,0,0,0,0,0,0,11,494,1,38,-1,-1,11,0,7428.0,0.0,7428.0,7428.0,50100000.0,0.0,50100000.0,50100000.0,Normal
21d196e5-7f89-4e19-a068-a214872a15fa,192.168.179.14,5353,192.168.71.197,5353,17,12/27/2020 11:45,1544,3,1,190.0,38.0,76,38,63.33333333,21.93931023,38,38,38.0,0.0,147668.3938,2590.673575,514.6666667,755.6019675,1387.0,64.0,1480.0,740.0,914.9961749,1387.0,93.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,1943.005181,647.6683937999999,38,76,53.2,20.81345719,433.2,0,0,0,0,0,0,0,0,0,66.5,63.33333333,38.0,0,0,0,0,0,0,3,190,1,38,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
afc96c2f-12fa-46b9-b62f-496a60dd5fa7,192.168.138.55,5353,192.168.227.217,5353,17,8/21/2020 00:52,996826,7,1,196.0,28.0,28,28,28.0,0.0,28,28,28.0,0.0,224.7132398,8.025472851,142403.7143,373178.329,988689.0,10.0,994587.0,165764.5,403150.5641,988689.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,8,7.022288744,1.003184106,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31.5,28.0,28.0,0,0,0,0,0,0,7,196,1,28,-1,-1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
0ab45e90-6675-4955-965f-6560225deeee,192.168.228.24,5353,192.168.174.226,5353,17,5/20/2020 07:29,7023,4,0,980.0,0.0,245,245,245.0,0.0,0,0,0.0,0.0,104.64962943770531,0.4271413446436952,2341.1454136666666,1564.2195140825097,4017.441892,998.538101,7023.436240999999,1755.85906025,1758.1672365035722,4017.441892,10.0,0.0,0.0,0.0,0.0,10.0,0,0,0,0,0,0,0.4271413446436952,0.0,245,245,245.0,0.0,0.0,0,0,0,0,0,0,0,0,0,245.0,245.0,0.0,0,0,0,0,0,0,1,245,0,0,0,0,0,0,998.538101,0.0,998.538101,998.538101,3012.44907,1004.992822,4017.441892,2007.456248,Normal
