Flow ID;Src IP;Src Port;Dst IP;Dst Port;Protocol;Timestamp;Flow Duration;Tot Fwd Pkts;Tot Bwd Pkts;TotLen Fwd Pkts;TotLen Bwd Pkts;Fwd Pkt Len Max;Fwd Pkt Len Min;Fwd Pkt Len Mean;Fwd Pkt Len Std;Bwd Pkt Len Max;Bwd Pkt Len Min;Bwd Pkt Len Mean;Bwd Pkt Len Std;Flow Byts/s;Flow Pkts/s;Flow IAT Mean;Flow IAT Std;Flow IAT Max;Flow IAT Min;Fwd IAT Tot;Fwd IAT Mean;Fwd IAT Std;Fwd IAT Max;Fwd IAT Min;Bwd IAT Tot;Bwd IAT Mean;Bwd IAT Std;Bwd IAT Max;Bwd IAT Min;Fwd PSH Flags;Bwd PSH Flags;Fwd URG Flags;Bwd URG Flags;Fwd Header Len;Bwd Header Len;Fwd Pkts/s;Bwd Pkts/s;Pkt Len Min;Pkt Len Max;Pkt Len Mean;Pkt Len Std;Pkt Len Var;FIN Flag Cnt;SYN Flag Cnt;RST Flag Cnt;PSH Flag Cnt;ACK Flag Cnt;URG Flag Cnt;CWE Flag Count;ECE Flag Cnt;Down/Up Ratio;Pkt Size Avg;Fwd Seg Size Avg;Bwd Seg Size Avg;Fwd Byts/b Avg;Fwd Pkts/b Avg;Fwd Blk Rate Avg;Bwd Byts/b Avg;Bwd Pkts/b Avg;Bwd Blk Rate Avg;Subflow Fwd Pkts;Subflow Fwd Byts;Subflow Bwd Pkts;Subflow Bwd Byts;Init Fwd Win Byts;Init Bwd Win Byts;Fwd Act Data Pkts;Fwd Seg Size Min;Active Mean;Active Std;Active Max;Active Min;Idle Mean;Idle Std;Idle Max;Idle Min;Label
8a6b9e7d-863d-4501-952c-506925961801;192.168.61.250;5353;192.168.31.39;5353;17;7/2/2020 16:01;8;2;0;261;0;197;64;130.5;66.5;0;0;0;0;7965.365594723444;124.4588374175538;8.034785;0.0;8.034785;8.034785;8.034785;4.0173925;5.681450958875954;8.034785;8.034785;0;0;0;0;10;0;0;0;0;0;0;124.4588374175538;0;64;197;130.5;66.5;4422.25;0;0;0;0;0;0;0;0;0;130.5;130.5;0;0;0;0;0;0;0;2;261;0;0;0;0;0;0;8.034785;0;8.034785;8.034785;0.0;0.0;0.0;0.0;Normal
67f1bd2f-27c0-4538-9543-d552be366917;192.168.37.36;5353;192.168.159.62;5353;17;5/2/2020 14:38;998;2;0;490;0;245;245;245.0;0.0;0;0;0;0;245.3586896230012;1.0014640392775558;998.538101;0.0;998.538101;998.538101;998.538101;499.2690505;706.0730624902377;998.538101;10.0;0;0;0;0;10;0;0;0;0;0;0;1.0014640392775558;0;245;245;245.0;0.0;0.0;0;0;0;0;0;0;0;0;0;245.0;245.0;0;0;0;0;0;0;0;2;490;0;0;0;0;0;0;998.538101;0;998.538101;998.538101;0.0;0.0;0.0;0.0;Normal
d75603ef-b5ca-4bdd-9d56-2756db991f5a;192.168.150.147;5353;192.168.77.178;5353;17;5/2/2020 14:55;3005;3;0;735;0;245;245;245.0;0.0;0;0;0;0;163.00762513509304;0.6653372454493593;1502.9971745;713.412863405866;2007.456248;998.538101;3005.994349;1001.9981163333332;1044.3031108274376;2007.456248;10.0;0;0;0;0;10;0;0;0;0;0;0;0.6653372454493593;0;245;245;245.0;0.0;0.0;0;0;0;0;0;0;0;0;0;245.0;245.0;0;0;0;0;0;0;0;1;245;0;0;0;0;0;0;998.538101;0;998.538101;998.538101;2007.456248;0.0;2007.456248;2007.456248;Normal
fe189c18-5631-40cc-8dca-62af7d7b845a;192.168.233.84;5353;192.168.40.37;5353;17;5/2/2020 13:04;7023;4;0;980;0;245;245;245.0;0.0;0;0;0;0;104.64962943770531;0.4271413446436952;2341.1454136666666;1564.2195140825097;4017.441892;998.538101;7023.436240999999;1755.85906025;1758.1672365035722;4017.441892;10.0;0;0;0;0;10;0;0;0;0;0;0;0.4271413446436952;0;245;245;245.0;0.0;0.0;0;0;0;0;0;0;0;0;0;245.0;245.0;0;0;0;0;0;0;0;1;245;0;0;0;0;0;0;998.538101;0;998.538101;998.538101;3012.44907;1004.992822;4017.441892;2007.456248;Normal
084cba7c-d6bc-44aa-98bd-b2452308320b;192.168.152.126;5353;192.168.110.13;5353;17;5/2/2020 13:22;1002;2;0;502;0;251;251;251.0;0.0;0;0;0;0;250.3383312573304;0.9973638695511172;1002.643098;0.0;1002.643098;1002.643098;1002.643098;501.321549;708.9757337056882;1002.643098;10.0;0;0;0;0;10;0;0;0;0;0;0;0.9973638695511172;0;251;251;251.0;0.0;0.0;0;0;0;0;0;0;0;0;0;251.0;251.0;0;0;0;0;0;0;0;1;251;0;0;0;0;0;0;0.0;0;0.0;0.0;1002.643098;0.0;1002.643098;1002.643098;Normal
841218b2-d730-44e4-aa45-a8d6b7032210;192.168.230.24;5353;192.168.178.70;5353;17;7/2/2020 16:16;3002;3;0;753;0;251;251;251.0;0.0;0;0;0;0;167.17344552945798;0.6660296634639761;1501.434628;705.3977465228263;2000.226158;1002.643098;3002.869256;1000.9564186666668;1041.1545208482871;2000.226158;10.0;0;0;0;0;10;0;0;0;0;0;0;0.6660296634639761;0;251;251;251.0;0.0;0.0;0;0;0;0;0;0;0;0;0;251.0;251.0;0;0;0;0;0;0;0;1;251;0;0;0;0;0;0;0.0;0;0.0;0.0;1501.434628;498.7915299999999;2000.226158;1002.643098;Normal
44a2de0d-60a3-4f7e-ae57-c9fdd8d03067;192.168.152.201;5353;192.168.168.245;5353;17;7/2/2020 14:27;7001;4;0;1004;0;251;251;251.0;0.0;0;0;0;0;107.54905294487094;0.4284822826488882;2333.818784333333;1552.5186434770822;3998.587097;1002.643098;7001.456353;1750.36408825;1749.1282037441997;3998.587097;10.0;0;0;0;0;10;0;0;0;0;0;0;0.4284822826488882;0;251;251;251.0;0.0;0.0;0;0;0;0;0;0;0;0;0;251.0;251.0;0;0;0;0;0;0;0;1;251;0;0;0;0;0;0;0.0;0;0.0;0.0;2333.818784333333;1245.6278581620345;3998.587097;1002.643098;Normal
f3027f8c-a5cb-49b8-bbb6-08855b0cc68d;192.168.34.28;5353;192.168.212.64;5353;17;5/2/2020 13:04;7260;5;1;980;0;245;245;245.0;0.0;0;0;0;0;104.64962943770531;0.4271413446436952;2341.1454136666666;1564.2195140825097;4017.441892;998.538101;7023.436240999999;1755.85906025;1758.1672365035722;4017.441892;10.0;0;0;0;0;10;0;0;0;0;0;0;0.4271413446436952;0;245;245;245.0;0.0;0.0;0;0;0;0;0;0;0;0;0;245.0;245.0;0;0;0;0;0;0;0;1;245;0;0;0;0;0;0;998.538101;0;998.538101;998.538101;3012.44907;1004.992822;4017.441892;2007.456248;Normal
3baf0af3-8a69-4ebb-8e9a-e7792e006155;192.168.16.108;5353;192.168.108.141;5353;17;5/2/2020 14:55;2928;3;0;735;0;245;245;245.0;0.0;0;0;0;0;163.00762513509304;0.6653372454493593;1502.9971745;713.412863405866;2007.456248;998.538101;3005.994349;1001.9981163333332;1044.3031108274376;2007.456248;10.0;0;0;0;0;10;0;0;0;0;0;0;0.6653372454493593;0;245;245;245.0;0.0;0.0;0;0;0;0;0;0;0;0;0;245.0;245.0;0;0;0;0;0;0;0;1;245;0;0;0;0;0;0;998.538101;0;998.538101;998.538101;2007.456248;0.0;2007.456248;2007.456248;Normal
59df20ef-c883-408c-a499-abfc27f3c58c;192.168.51.147;5353;192.168.181.71;5353;17;5/2/2020 13:04;6734;4;0;980;0;245;245;245.0;0.0;0;0;0;0;104.64962943770531;0.4271413446436952;2341.1454136666666;1564.2195140825097;4017.441892;998.538101;7023.436240999999;1755.85906025;1758.1672365035722;4017.441892;10.0;0;0;0;0;10;0;0;0;0;0;0;0.4271413446436952;0;245;245;245.0;0.0;0.0;0;0;0;0;0;0;0;0;0;245.0;245.0;0;0;0;0;0;0;0;1;245;0;0;0;0;0;0;998.538101;0;998.538101;998.538101;3012.44907;1004.992822;4017.441892;2007.456248;Normal
